cir,ur,label
15,25,unstable
19,30,hell
22,28,hell
10,57,hell
3,53,hell
20,29,hell
24,42,hell
9,8,unstable
12,9,unstable
2,59,hell
4,3,livable
13,41,hell
25,11,unstable
6,49,hell
18,45,hell
21,20,unstable
19,21,unstable
0,61,hell
11,33,unstable
17,7,unstable
28,32,hell
11,10,unstable
9,45,hell
10,54,hell
4,3,livable
24,37,hell
12,34,hell
17,51,hell
18,33,hell
23,45,hell
9,57,hell
23,48,hell
13,25,unstable
12,15,unstable
11,18,unstable
19,57,hell
15,34,hell
1,39,unstable
16,30,hell
29,26,hell
8,55,hell
26,16,unstable
26,17,unstable
1,57,hell
15,11,unstable
20,21,unstable
10,52,hell
24,46,hell
4,40,unstable
28,8,unstable
11,36,hell
10,24,unstable
9,48,hell
5,38,unstable
2,41,unstable
14,30,unstable
15,24,unstable
17,38,hell
28,49,hell
8,39,hell
29,3,unstable
23,3,unstable
29,8,unstable
18,23,unstable
1,38,unstable
20,32,hell
2,50,hell
15,22,unstable
28,26,hell
23,7,unstable
26,6,unstable
2,32,unstable
6,44,hell
18,9,unstable
18,35,hell
10,38,hell
2,29,unstable
28,34,hell
20,61,hell
4,36,unstable
15,20,unstable
29,13,unstable
24,29,hell
15,43,hell
29,45,hell
9,16,unstable
5,17,unstable
23,20,unstable
15,35,hell
18,53,hell
7,12,unstable
29,51,hell
19,49,hell
18,38,hell
13,31,unstable
29,35,hell
13,20,unstable
13,39,hell
4,56,hell
19,43,hell
4,7,unstable
28,21,hell
26,36,hell
15,41,hell
7,23,unstable
16,49,hell
28,4,unstable
14,25,unstable
28,40,hell
18,36,hell
22,6,unstable
17,21,unstable
6,46,hell
14,18,unstable
2,34,unstable
13,15,unstable
10,14,unstable
14,48,hell
29,50,hell
27,26,hell
28,43,hell
20,59,hell
20,48,hell
19,59,hell
8,36,unstable
4,50,hell
14,57,hell
13,57,hell
15,20,unstable
14,58,hell
18,42,hell
13,61,hell
10,32,unstable
24,43,hell
2,19,unstable
22,36,hell
1,13,unstable
4,29,unstable
20,51,hell
12,26,unstable
11,52,hell
11,59,hell
12,48,hell
0,17,unstable
5,34,unstable
0,14,unstable
15,21,unstable
24,9,unstable
3,48,hell
2,14,unstable
22,31,hell
28,32,hell
28,31,hell
27,53,hell
17,9,unstable
9,18,unstable
26,49,hell
0,57,hell
15,54,hell
28,6,unstable
13,36,hell
24,27,hell
2,37,unstable
3,57,hell
15,54,hell
7,13,unstable
24,24,hell
2,16,unstable
11,49,hell
24,26,hell
19,41,hell
15,27,unstable
15,43,hell
17,40,hell
14,39,hell
11,36,hell
19,53,hell
13,24,unstable
8,40,hell
9,23,unstable
24,23,hell
7,23,unstable
13,40,hell
19,59,hell
0,21,unstable
23,16,unstable
8,19,unstable
28,21,hell
16,56,hell
4,39,unstable
10,20,unstable
26,14,unstable
23,3,unstable
3,31,unstable
13,5,unstable
28,61,hell
16,35,hell
5,60,hell
23,12,unstable
22,13,unstable
29,14,unstable
24,44,hell
17,43,hell
22,61,hell
7,37,unstable
28,24,hell
6,34,unstable
4,34,unstable
21,8,unstable
10,60,hell
18,58,hell
11,37,hell
7,44,hell
10,10,unstable
7,26,unstable
3,40,unstable
28,54,hell
5,46,hell
6,31,unstable
2,60,hell
5,37,unstable
28,39,hell
11,35,hell
0,41,unstable
12,45,hell
15,34,hell
5,40,hell
19,13,unstable
7,54,hell
7,18,unstable
24,36,hell
24,51,hell
10,53,hell
23,52,hell
16,41,hell
14,57,hell
6,38,unstable
12,26,unstable
9,48,hell
11,31,unstable
18,42,hell
16,55,hell
23,43,hell
20,26,hell
29,9,unstable
8,50,hell
15,12,unstable
23,58,hell
13,45,hell
6,30,unstable
21,17,unstable
22,19,unstable
16,31,hell
29,25,hell
9,51,hell
8,3,unstable
15,5,unstable
20,60,hell
10,15,unstable
17,44,hell
5,15,unstable
23,58,hell
11,45,hell
12,45,hell
22,49,hell
15,28,unstable
8,58,hell
25,10,unstable
30,47,hell
11,27,unstable
28,7,unstable
23,44,hell
5,56,hell
6,33,unstable
8,10,unstable
12,55,hell
18,32,hell
8,24,unstable
2,35,unstable
21,3,unstable
7,24,unstable
8,11,unstable
9,15,unstable
28,50,hell
17,57,hell
5,20,unstable
8,45,hell
24,11,unstable
20,52,hell
27,11,unstable
7,29,unstable
24,44,hell
13,36,hell
4,3,livable
12,26,unstable
12,12,unstable
11,56,hell
17,21,unstable
6,51,hell
26,3,unstable
13,31,unstable
14,53,hell
28,10,unstable
3,25,unstable
8,34,unstable
3,17,unstable
5,36,unstable
10,24,unstable
21,48,hell
22,3,unstable
22,36,hell
24,12,unstable
17,27,unstable
26,22,hell
12,5,unstable
19,45,hell
3,14,unstable
17,21,unstable
13,36,hell
25,30,hell
20,49,hell
15,11,unstable
27,51,hell
12,22,unstable
20,58,hell
17,35,hell
29,10,unstable
6,31,unstable
6,9,unstable
0,3,livable
0,5,livable
3,31,unstable
18,13,unstable
9,14,unstable
15,7,unstable
20,45,hell
0,30,unstable
24,59,hell
4,60,hell
15,38,hell
18,47,hell
25,6,unstable
27,15,unstable
0,23,unstable
1,14,unstable
11,42,hell
3,11,unstable
29,59,hell
14,41,hell
17,12,unstable
6,50,hell
7,41,hell
27,34,hell
25,35,hell
28,41,hell
5,35,unstable
6,33,unstable
6,29,unstable
19,42,hell
15,6,unstable
29,32,hell
2,48,hell
4,3,livable
7,41,hell
25,47,hell
8,18,unstable
30,10,unstable
30,14,unstable
23,52,hell
15,22,unstable
18,35,hell
19,52,hell
10,33,unstable
8,33,unstable
26,31,hell
22,18,unstable
15,33,hell
26,8,unstable
18,15,unstable
29,16,hell
5,35,unstable
4,13,unstable
14,13,unstable
5,14,unstable
30,38,hell
24,5,unstable
22,3,unstable
25,6,unstable
11,52,hell
29,47,hell
26,51,hell
0,20,unstable
22,8,unstable
30,48,hell
13,46,hell
7,40,hell
28,26,hell
3,9,unstable
5,43,hell
27,45,hell
29,9,unstable
13,60,hell
29,13,unstable
11,61,hell
27,11,unstable
11,59,hell
6,46,hell
9,40,hell
25,13,unstable
12,4,unstable
4,11,unstable
15,51,hell
5,30,unstable
21,13,unstable
17,47,hell
19,3,unstable
10,41,hell
23,28,hell
30,30,hell
17,37,hell
9,27,unstable
17,38,hell
4,12,unstable
17,26,unstable
0,26,unstable
1,58,hell
30,45,hell
14,61,hell
10,46,hell
19,38,hell
21,9,unstable
26,21,hell
17,55,hell
26,45,hell
17,36,hell
18,33,hell
30,30,hell
14,27,unstable
20,45,hell
1,26,unstable
13,18,unstable
14,31,hell
27,11,unstable
9,24,unstable
29,50,hell
16,20,unstable
6,35,unstable
7,38,hell
14,51,hell
12,32,unstable
27,5,unstable
1,3,livable
1,60,hell
30,5,unstable
20,25,hell
8,16,unstable
1,8,livable
25,54,hell
24,3,unstable
5,5,unstable
5,18,unstable
19,31,hell
19,24,unstable
13,16,unstable
30,45,hell
19,7,unstable
3,51,hell
4,45,hell
9,31,unstable
9,49,hell
3,48,hell
18,3,unstable
22,33,hell
19,42,hell
3,14,unstable
6,52,hell
21,29,hell
9,16,unstable
18,35,hell
22,56,hell
30,36,hell
13,9,unstable
10,53,hell
13,19,unstable
19,5,unstable
18,45,hell
24,38,hell
6,41,hell
22,42,hell
5,4,livable
8,8,unstable
18,45,hell
21,36,hell
14,33,hell
17,17,unstable
24,11,unstable
9,49,hell
3,10,unstable
14,30,unstable
23,41,hell
5,38,unstable
21,55,hell
11,42,hell
16,21,unstable
1,36,unstable
3,32,unstable
5,51,hell
27,43,hell
4,9,unstable
6,49,hell
20,18,unstable
27,25,hell
23,5,unstable
21,9,unstable
15,5,unstable
29,16,hell
21,12,unstable
16,23,unstable
21,60,hell
12,37,hell
13,18,unstable
25,27,hell
21,15,unstable
19,56,hell
28,27,hell
12,26,unstable
16,38,hell
3,42,hell
23,61,hell
15,39,hell
10,22,unstable
20,7,unstable
25,56,hell
16,29,hell
20,3,unstable
11,25,unstable
21,4,unstable
3,44,hell
30,37,hell
1,55,hell
15,24,unstable
0,40,unstable
29,56,hell
2,12,unstable
24,23,hell
4,29,unstable
9,57,hell
2,17,unstable
15,42,hell
22,7,unstable
3,36,unstable
23,8,unstable
4,7,unstable
15,40,hell
22,5,unstable
28,3,unstable
14,8,unstable
4,3,livable
13,45,hell
15,51,hell
18,22,unstable
22,26,hell
15,15,unstable
29,48,hell
26,5,unstable
5,10,unstable
9,53,hell
22,44,hell
26,35,hell
20,37,hell
30,4,unstable
18,41,hell
10,12,unstable
6,45,hell
17,37,hell
26,42,hell
21,26,hell
22,42,hell
17,53,hell
11,39,hell
15,55,hell
12,39,hell
17,41,hell
19,14,unstable
5,45,hell
9,45,hell
12,19,unstable
29,10,unstable
20,49,hell
4,45,hell
3,24,unstable
25,30,hell
7,61,hell
6,25,unstable
28,46,hell
28,59,hell
4,35,unstable
9,20,unstable
25,24,hell
6,5,unstable
7,54,hell
14,29,unstable
7,20,unstable
14,45,hell
12,27,unstable
26,13,unstable
5,3,livable
7,51,hell
8,36,unstable
0,36,unstable
29,12,unstable
14,61,hell
15,27,unstable
8,11,unstable
8,29,unstable
15,19,unstable
28,41,hell
26,46,hell
10,57,hell
14,58,hell
26,57,hell
29,59,hell
8,39,hell
20,48,hell
11,9,unstable
10,7,unstable
9,23,unstable
7,9,unstable
24,54,hell
26,44,hell
23,39,hell
13,28,unstable
26,47,hell
23,25,hell
8,7,unstable
4,45,hell
27,60,hell
14,49,hell
18,52,hell
17,3,unstable
24,16,unstable
26,59,hell
19,9,unstable
30,8,unstable
0,43,unstable
20,27,hell
26,54,hell
20,16,unstable
26,29,hell
25,51,hell
15,22,unstable
30,3,unstable
3,3,livable
19,22,unstable
5,23,unstable
0,57,hell
16,28,unstable
11,3,unstable
5,17,unstable
14,41,hell
27,28,hell
8,42,hell
6,24,unstable
27,59,hell
8,19,unstable
18,23,unstable
19,25,unstable
16,40,hell
26,16,unstable
17,54,hell
15,19,unstable
11,15,unstable
15,37,hell
4,58,hell
14,36,hell
2,24,unstable
11,50,hell
19,17,unstable
17,60,hell
1,58,hell
11,45,hell
25,45,hell
1,8,livable
11,16,unstable
17,14,unstable
11,49,hell
26,13,unstable
19,50,hell
8,13,unstable
11,24,unstable
2,21,unstable
25,44,hell
4,10,unstable
8,3,unstable
27,14,unstable
0,50,hell
18,58,hell
17,34,hell
24,32,hell
21,47,hell
16,44,hell
26,47,hell
22,53,hell
18,46,hell
1,48,hell
28,61,hell
8,29,unstable
30,19,hell
21,14,unstable
7,42,hell
13,61,hell
9,44,hell
12,23,unstable
6,15,unstable
28,4,unstable
4,13,unstable
22,37,hell
4,26,unstable
26,28,hell
1,19,unstable
2,9,unstable
10,39,hell
26,21,hell
30,38,hell
8,42,hell
21,34,hell
23,15,unstable
17,18,unstable
24,42,hell
15,33,hell
23,47,hell
0,7,livable
10,38,hell
16,24,unstable
6,12,unstable
24,24,hell
0,40,unstable
0,54,hell
15,11,unstable
25,21,hell
4,14,unstable
5,58,hell
21,5,unstable
25,8,unstable
5,58,hell
30,40,hell
6,36,unstable
2,46,hell
27,20,hell
23,17,unstable
11,59,hell
27,13,unstable
25,58,hell
18,3,unstable
16,50,hell
27,57,hell
21,5,unstable
4,38,unstable
0,21,unstable
10,27,unstable
21,56,hell
5,52,hell
13,36,hell
30,57,hell
7,46,hell
6,23,unstable
27,20,hell
14,11,unstable
16,60,hell
22,52,hell
15,47,hell
30,48,hell
13,5,unstable
22,7,unstable
20,53,hell
0,56,hell
22,22,unstable
17,53,hell
23,27,hell
10,54,hell
2,28,unstable
14,4,unstable
4,38,unstable
20,43,hell
12,24,unstable
13,42,hell
21,17,unstable
27,31,hell
7,13,unstable
20,14,unstable
26,8,unstable
11,40,hell
24,43,hell
12,40,hell
24,25,hell
11,25,unstable
17,20,unstable
5,40,hell
8,37,hell
3,27,unstable
2,55,hell
9,12,unstable
9,34,unstable
18,10,unstable
20,40,hell
15,8,unstable
17,12,unstable
28,43,hell
17,29,hell
4,38,unstable
22,32,hell
17,18,unstable
21,18,unstable
4,42,hell
4,4,livable
21,44,hell
25,46,hell
7,55,hell
28,38,hell
15,59,hell
5,47,hell
2,21,unstable
13,59,hell
16,25,unstable
23,13,unstable
6,8,unstable
27,53,hell
26,33,hell
11,28,unstable
0,48,hell
5,44,hell
0,13,unstable
3,47,hell
8,12,unstable
29,6,unstable
17,10,unstable
6,42,hell
9,41,hell
23,47,hell
12,45,hell
11,45,hell
1,45,hell
13,38,hell
22,45,hell
15,42,hell
4,20,unstable
8,8,unstable
13,42,hell
15,4,unstable
28,60,hell
23,29,hell
29,38,hell
12,14,unstable
9,61,hell
16,59,hell
24,51,hell
9,34,unstable
12,61,hell
11,5,unstable
16,55,hell
10,23,unstable
3,49,hell
21,56,hell
15,55,hell
11,14,unstable
30,10,unstable
12,20,unstable
24,24,hell
16,22,unstable
6,25,unstable
18,60,hell
3,14,unstable
15,19,unstable
2,23,unstable
30,20,hell
26,33,hell
3,16,unstable
20,55,hell
21,4,unstable
29,10,unstable
5,28,unstable
2,26,unstable
22,61,hell
20,36,hell
29,50,hell
30,33,hell
13,15,unstable
22,56,hell
12,28,unstable
18,33,hell
28,6,unstable
29,52,hell
28,48,hell
17,39,hell
29,48,hell
29,46,hell
21,45,hell
6,36,unstable
28,52,hell
5,7,unstable
12,44,hell
21,31,hell
21,57,hell
8,44,hell
9,31,unstable
30,60,hell
7,15,unstable
25,23,hell
20,21,unstable
24,15,unstable
14,59,hell
17,55,hell
12,29,unstable
10,9,unstable
14,3,unstable
18,59,hell
21,60,hell
20,8,unstable
27,11,unstable
13,58,hell
28,23,hell
7,50,hell
20,50,hell
11,39,hell
16,42,hell
16,5,unstable
24,7,unstable
30,43,hell
0,53,hell
2,43,hell
25,9,unstable
1,3,livable
9,5,unstable
14,18,unstable
20,52,hell
23,40,hell
28,35,hell
5,7,unstable
8,55,hell
29,22,hell
2,4,livable
9,34,unstable
29,5,unstable
15,25,unstable
15,37,hell
25,47,hell
6,48,hell
10,14,unstable
8,15,unstable
7,17,unstable
29,15,unstable
15,19,unstable
25,55,hell
19,12,unstable
11,5,unstable
29,5,unstable
21,35,hell
8,37,hell
2,17,unstable
25,33,hell
17,4,unstable
30,33,hell
12,28,unstable
29,3,unstable
4,25,unstable
7,50,hell
2,43,hell
19,53,hell
0,17,unstable
12,16,unstable
7,32,unstable
0,33,unstable
11,45,hell
10,34,unstable
17,43,hell
16,52,hell
15,14,unstable
20,22,unstable
7,12,unstable
28,45,hell
25,25,hell
3,26,unstable
20,8,unstable
11,29,unstable
17,17,unstable
29,22,hell
27,43,hell
26,4,unstable
0,53,hell
13,11,unstable
20,17,unstable
26,34,hell
25,13,unstable
23,8,unstable
24,5,unstable
19,58,hell
11,8,unstable
30,41,hell
22,18,unstable
14,42,hell
17,49,hell
5,27,unstable
14,5,unstable
27,13,unstable
6,29,unstable
17,17,unstable
3,34,unstable
17,46,hell
6,30,unstable
30,41,hell
26,60,hell
9,51,hell
0,52,hell
14,48,hell
16,40,hell
20,15,unstable
15,34,hell
19,37,hell
29,30,hell
30,14,unstable
18,60,hell
24,30,hell
6,29,unstable
2,40,unstable
12,15,unstable
22,12,unstable
7,10,unstable
4,26,unstable
7,30,unstable
12,32,unstable
23,28,hell
7,48,hell
16,4,unstable
24,43,hell
16,57,hell
19,19,unstable
1,17,unstable
20,6,unstable
11,52,hell
1,10,unstable
14,60,hell
8,48,hell
15,25,unstable
19,44,hell
25,34,hell
27,15,unstable
18,38,hell
9,51,hell
15,9,unstable
16,6,unstable
20,44,hell
12,52,hell
27,47,hell
27,6,unstable
28,51,hell
23,21,unstable
6,46,hell
9,25,unstable
11,54,hell
13,16,unstable
21,3,unstable
17,22,unstable
18,42,hell
5,24,unstable
28,25,hell
19,37,hell
9,26,unstable
15,17,unstable
1,36,unstable
12,19,unstable
8,13,unstable
1,14,unstable
2,43,hell
15,21,unstable
8,60,hell
9,14,unstable
2,3,livable
20,3,unstable
0,7,livable
6,52,hell
27,57,hell
3,23,unstable
13,40,hell
1,8,livable
28,44,hell
10,46,hell
3,47,hell
17,61,hell
13,50,hell
25,23,hell
23,54,hell
21,10,unstable
26,61,hell
23,48,hell
27,46,hell
18,61,hell
10,20,unstable
13,47,hell
28,38,hell
7,27,unstable
5,53,hell
18,43,hell
22,16,unstable
24,45,hell
29,17,hell
27,48,hell
15,43,hell
17,58,hell
7,49,hell
1,57,hell
4,5,livable
23,45,hell
25,50,hell
12,28,unstable
6,43,hell
0,5,livable
23,37,hell
7,35,unstable
1,29,unstable
4,52,hell
18,22,unstable
6,16,unstable
29,7,unstable
0,37,unstable
0,31,unstable
23,38,hell
15,49,hell
19,4,unstable
24,42,hell
18,59,hell
10,57,hell
0,28,unstable
22,54,hell
24,22,hell
8,29,unstable
20,50,hell
6,58,hell
21,47,hell
18,18,unstable
15,17,unstable
0,33,unstable
22,30,hell
21,50,hell
8,50,hell
14,29,unstable
25,61,hell
1,51,hell
21,33,hell
28,3,unstable
28,25,hell
3,39,unstable
19,21,unstable
15,21,unstable
10,22,unstable
5,58,hell
16,55,hell
25,43,hell
26,18,unstable
17,35,hell
17,7,unstable
13,5,unstable
15,35,hell
8,58,hell
21,31,hell
27,45,hell
13,57,hell
28,41,hell
12,32,unstable
12,61,hell
20,18,unstable
2,42,unstable
30,18,hell
21,30,hell
2,51,hell
24,57,hell
7,24,unstable
28,56,hell
17,26,unstable
26,42,hell
1,21,unstable
20,43,hell
26,60,hell
12,9,unstable
13,53,hell
15,30,hell
8,40,hell
13,53,hell
0,61,hell
28,4,unstable
22,49,hell
29,56,hell
23,6,unstable
0,38,unstable
26,46,hell
1,25,unstable
29,15,unstable
25,38,hell
27,35,hell
23,44,hell
28,20,hell
10,13,unstable
6,8,unstable
19,31,hell
23,12,unstable
7,10,unstable
25,5,unstable
17,26,unstable
9,41,hell
9,39,hell
17,31,hell
22,31,hell
22,22,unstable
16,36,hell
29,13,unstable
12,28,unstable
26,4,unstable
30,33,hell
0,49,hell
1,14,unstable
17,5,unstable
11,55,hell
12,61,hell
18,16,unstable
30,11,unstable
5,10,unstable
17,3,unstable
13,7,unstable
11,7,unstable
25,40,hell
8,46,hell
9,41,hell
26,57,hell
30,52,hell
3,15,unstable
22,46,hell
15,43,hell
6,45,hell
1,60,hell
27,34,hell
5,12,unstable
30,30,hell
6,22,unstable
8,45,hell
16,11,unstable
24,27,hell
10,48,hell
23,23,hell
2,40,unstable
24,42,hell
11,31,unstable
13,29,unstable
18,55,hell
8,7,unstable
0,11,unstable
5,59,hell
21,55,hell
16,48,hell
5,26,unstable
15,36,hell
4,49,hell
0,41,unstable
12,9,unstable
21,24,hell
28,6,unstable
13,11,unstable
10,39,hell
13,15,unstable
28,38,hell
5,57,hell
6,39,hell
6,11,unstable
26,41,hell
11,11,unstable
23,18,unstable
10,49,hell
20,46,hell
6,21,unstable
19,57,hell
10,50,hell
16,31,hell
0,29,unstable
20,49,hell
0,49,hell
2,17,unstable
20,35,hell
14,34,hell
19,3,unstable
8,41,hell
7,6,unstable
16,37,hell
14,22,unstable
11,61,hell
19,39,hell
8,59,hell
24,39,hell
2,58,hell
9,57,hell
6,22,unstable
2,20,unstable
1,13,unstable
14,8,unstable
3,35,unstable
2,43,hell
14,10,unstable
12,23,unstable
18,7,unstable
16,12,unstable
23,61,hell
9,13,unstable
2,52,hell
4,42,hell
20,8,unstable
11,60,hell
17,8,unstable
22,18,unstable
9,51,hell
6,7,unstable
30,61,hell
2,47,hell
17,48,hell
29,41,hell
1,19,unstable
15,11,unstable
1,30,unstable
8,7,unstable
6,6,unstable
21,51,hell
30,48,hell
30,19,hell
25,60,hell
28,34,hell
10,37,hell
19,29,hell
16,30,hell
16,12,unstable
3,7,unstable
22,16,unstable
13,22,unstable
21,24,hell
23,46,hell
20,36,hell
28,4,unstable
1,45,hell
3,33,unstable
21,55,hell
3,28,unstable
25,20,hell
4,33,unstable
28,61,hell
6,23,unstable
2,49,hell
30,19,hell
14,3,unstable
5,11,unstable
23,17,unstable
30,30,hell
29,3,unstable
18,4,unstable
30,50,hell
17,34,hell
24,56,hell
24,47,hell
15,47,hell
17,7,unstable
1,51,hell
27,48,hell
20,19,unstable
25,28,hell
22,12,unstable
13,7,unstable
0,17,unstable
29,35,hell
27,31,hell
22,53,hell
0,26,unstable
29,27,hell
6,40,hell
29,32,hell
26,58,hell
17,36,hell
14,53,hell
20,39,hell
4,6,unstable
2,50,hell
23,13,unstable
2,8,unstable
19,55,hell
14,11,unstable
20,57,hell
26,12,unstable
11,61,hell
7,26,unstable
12,61,hell
4,12,unstable
0,23,unstable
11,43,hell
21,18,unstable
13,15,unstable
25,25,hell
19,8,unstable
15,26,unstable
23,12,unstable
6,28,unstable
14,34,hell
16,37,hell
8,13,unstable
22,52,hell
1,49,hell
3,48,hell
9,42,hell
20,25,hell
4,19,unstable
26,47,hell
18,60,hell
4,39,unstable
18,57,hell
6,25,unstable
16,40,hell
1,3,livable
21,35,hell
6,19,unstable
1,17,unstable
28,15,unstable
11,16,unstable
19,15,unstable
26,26,hell
3,24,unstable
23,6,unstable
16,55,hell
30,61,hell
24,22,hell
19,24,unstable
3,44,hell
20,38,hell
3,58,hell
0,15,unstable
10,47,hell
26,35,hell
6,22,unstable
0,37,unstable
28,23,hell
14,19,unstable
12,59,hell
18,52,hell
4,11,unstable
19,4,unstable
15,19,unstable
22,6,unstable
11,24,unstable
7,17,unstable
3,52,hell
17,23,unstable
6,56,hell
22,11,unstable
17,6,unstable
18,51,hell
7,52,hell
6,48,hell
18,56,hell
0,42,unstable
5,44,hell
10,48,hell
29,26,hell
10,29,unstable
16,9,unstable
0,52,hell
20,13,unstable
13,30,unstable
27,27,hell
17,14,unstable
30,45,hell
13,50,hell
8,11,unstable
10,17,unstable
25,44,hell
14,40,hell
26,55,hell
15,55,hell
26,29,hell
5,36,unstable
2,51,hell
8,34,unstable
